Missile	*ID	*Laz	pCltDoFunc	pCltHitFunc	pSrvDoFunc	pSrvHitFunc	pSrvDmgFunc	SrvCalc1	*srv calc 1 desc	Param1	*param1 desc	Param2	*param2 desc	Param3	*param3 desc	Param4	*param4 desc	Param5	*param5 desc	CltCalc1	*client calc 1 desc	CltParam1	*client param1 desc	CltParam2	*client param2 desc	CltParam3	*client param3 desc	CltParam4	*client param4 desc	CltParam5	*client param5 desc	SHitCalc1	*server hit calc 1 desc	sHitPar1	*server hit param1 desc	sHitPar2	*server hit param2 desc	sHitPar3	*server hit param3 desc	CHitCalc1	*client hit calc1 desc	cHitPar1	*client hit param1 desc	cHitPar2	*client hit param2 desc	cHitPar3	*client hit param3 desc	DmgCalc1	*damage calc 1	dParam1	*damage param1 desc	dParam2	*damage param2 desc	Vel	MaxVel	VelLev	Accel	Range	LevRange	Light	Flicker	Red	Green	Blue	InitSteps	Activate	LoopAnim	CelFile	animrate	AnimLen	AnimSpeed	RandStart	SubLoop	SubStart	SubStop	CollideType	CollideKill	CollideFriend	LastCollide	Collision	ClientCol	ClientSend	NextHit	NextDelay	xoffset	yoffset	zoffset	Size	SrcTown	CltSrcTown	CanDestroy	ToHit	AlwaysExplode	Explosion	Town	NoUniqueMod	NoMultiShot	Holy	CanSlow	ReturnFire	GetHit	SoftHit	KnockBack	Trans	Pierce	MissileSkill	Skill	ResultFlags	HitFlags	HitShift	ApplyMastery	SrcDamage	Half2HSrc	SrcMissDmg	MinDamage	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDamage	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	MinELev1	MinELev2	MinELev3	MinELev4	MinELev5	EMax	MaxELev1	MaxELev2	MaxELev3	MaxELev4	MaxELev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	HitClass	NumDirections	LocalBlood	DamageRate	TravelSound	HitSound	ProgSound	ProgOverlay	ExplosionMissile	SubMissile1	SubMissile2	SubMissile3	HitSubMissile1	HitSubMissile2	HitSubMissile3	HitSubMissile4	CltSubMissile1	CltSubMissile2	CltSubMissile3	CltHitSubMissile1	CltHitSubMissile2	CltHitSubMissile3	CltHitSubMissile4	*eol
insectdeathspawn4	1107	monster	1		1	6																												880	monster idx	2	anim mode																					1				255	255	255	0	0	0	CorpseExplodeGutsPoison	1024	13	16								1									1					1				1													8																																					4																						0
rocwave	1108	monster	1		1		9																																											10	stun length			20	20		-250	11				255	255	255	0	0	0	expansion\hurricane_swoosh	1024	11	16					3			1		1		1	4				3				1							1	1	1			1			Wing Strike	4				96																mag																		48	16			druid_hurricane	impact_cold_1			scatterdust															0
poisonpossessedmissile	1109	monster	1		1																																																	10	10			60		2		64	255	64	1	0	1	FrogPoisonMissile	1024	7	16					3	1		1		1							1											1	1	1		33	1				4		1																		pois	32	8	8	8	8	8	64	16	16	16	16	16		100				176	16			tentaclehead_missile_1				amphibianexplode															0
cordycepsmissile	1110	monster	49		1																	6	periodic spawn																															14	14			10		2		64	255	64	1	0	1	FrogPoisonMissile	1024	7	16					3			1		1		1	4				1											1	1	1		128	1				4		1																		pois	512	128	128	128	128	128	1024	256	256	256	256	256		500				176	16			deathmauler_spikes_1				amphibianexplode								vines trail							0
cordycepscenter	1111	monster	1	51	1	45																												4	disc radius	1	use zigzag missile					4	submissile count	1	use zigzag missle													50				255	255	255	0	0	0	null	1024	2	16																						1				1		1											8																																				6	32				explosion_medium_1			regurgitatorcorpseexpl				cordycepsmissile							cordycepsmissile				0
apprenticefirecenter	1112	monster	1	25	1	20																												50	seek radius	1	missile count					50	seek radius	1	missile count													50		6		255	255	255	0	0	1	LightningJavelin	1024	5	16								1		1												1			1	1							1			Apprentice Fire	4																																							16			amazon_lightning_1								apprenticefirebolt							apprenticefirebolt				0
apprenticefirebolt	1113	monster	6		6																	4	Chance to flag CltSubMissile with NOLIGHT (Random 0 to X) (If 0, then use flag)																															12	12			40		8		255	178	64	0	0	1	groundFireBig	1024	2	16		1	1	2	8			1		1	1						1																1						8																																				32	1								apprenticefirewall							apprenticefirewall	firesmall	firemedium					0
apprenticefirewall	1114	monster	5		5		3																											19	softhit chance (128)															19	% chance for softhit (#/128)							100		5	4	255	178	64	0	0	1	groundFireBig	1024	37	16		1	12	36	3				1		1						1	1	12														1			Apprentice Fire																																							32	1		41	object_fire_loop_magic																			0
apprenticelightningcenter	1115	monster	1	25	1	20																												50	seek radius	1	missile count					50	seek radius	1	missile count													50		6		255	255	255	0	0	1	LightningJavelin	1024	5	16								1		1												1			1	1							1			Apprentice Lightning	4																																							16			amazon_lightning_1				bigheadexp				apprenticelightningdelay							apprenticelightningdelay				0
apprenticelightningbolt	1116	monster	1	10	1																																																	42	42			60		4		255	255	255	0	0	1	LightningStrike	1024	8	16		1		7	3			1		1		1	3				1											1	1	1			1			Apprentice Lightning	4																																						64	32						lightning																0
apprenticelightningdelay	1117	monster	1	25	1	20																												50	seek radius	1	missile count					50	seek radius	1	missile count									30	30			2		6		255	255	255	0	0	1	LightningJavelin	1024	5	16								1		1												1			1	1							1			Apprentice Lightning	4																																							16			sorceress_lightning_1				bigheadexp				apprenticelightningbolt							apprenticelightningbolt				0
apprenticecoldcenter	1118	monster	1	30	1	29																												1	increment							1	increment															50		6		255	255	255	0	0	1	LightningJavelin	1024	5	16								1		1												1			1	1							1			Apprentice Cold	4																																							16			sorceress_glacialspike_1								apprenticecoldwave							apprenticecoldwave				0
apprenticecoldbolt	1119	monster	1		1		4																																															16	16			40		3		143	143	255	0	0	0	BlueNovaB	1024	8	8					3	1		1		1							1											1	1	1			1			Apprentice Cold	4																																							32			sorceress_icebolt_1	sorceress_iceblast_impact_1			iceexplode	iceexplode														0
apprenticecolddelay	1120	monster	1	25	1	20																												15	seek radius	1	missile count					15	seek radius	1	missile count													10		6		255	255	255	0	0	1	LightningJavelin	1024	5	16								1		1												1			1	1							1			Apprentice Cold	4																																							16											apprenticecoldbolt							apprenticecoldbolt				0
collapsingsunscenter	1121	monster	1	30	1	29																												4	increment							4	increment															1		6		255	255	255	0	0	1	LightningJavelin	1024	5	16								1		1												1			1	1							1			Apprentice Lightning	4																																							16											collapsingsunsdelay							collapsingsunsdelay				0
collapsingsunsbolt	1122	monster	1		1																																																	30	30			30		4		255	255	255	0	0	1	LightningStrike	1024	8	16		1		7	3	1		1		1							1											1	1	1			1			Collapsing Suns	4		8																																					32			monster_fireball	sorceress_firebolt_impact_1			shamanexp															0
collapsingsunsdelay	1123	monster	1	25	1	20																												50	seek radius	1	missile count					50	seek radius	1	missile count									30	30			3		6		255	255	255	0	0	1	LightningJavelin	1024	5	16								1		1												1			1	1							1			Collapsing Suns	4																																							16							fireexplode				collapsingsunsbolt							collapsingsunsbolt				0
stigmatacenter	1124	monster	1	30	1	29																												8	increment							8	increment															1		6		255	255	255	0	0	0	null	1024	2	16								1		1												1			1	1							1			Apprentice Lightning	4																																							16			deathmauler_spikes_1								stigmatadelay							stigmatadelay				0
stigmatadelay	1125	monster	1	25	1	20																												50	seek radius	1	missile count					50	seek radius	1	missile count									30	30			2				255	255	255	1	0	1	SpikeFiendMissle	1024	2	16								1		1												1			1	1		1					1			Apprentice Lightning	4																																						10	16											stigmatabolt							stigmatabolt				0
stigmatabolt	1126	monster	1		1																																																	30	30			40				255	255	255	1	0	1	SpikeFiendMissle	1024	2	16		1		7	3	1		1		1							1				1							1	1	1			1			Stigmata	4		8																																				10	32							teethexplode															0
hominglightning	1127	monster	7	13	7	10				5	delay until retarget	15	seek radius									5	delay until retarget																															12	12			128		4		255	255	255	0	0	1	LightningStrike	1024	8	16					3					1		1	3		-15		1					1						1	1	1			1			Homing Lightning	4		8																		ltng																		64	16			sorceress_lightning_1	succubus_msissile_impact		lightning																0
giantquills	1128	monster	1		1																																																	26	26			50				255	255	255	1	0	1	SpikeFiendMissle	1024	2	16					3	1		1		1							1				1							1	1	1						Quill Storm	4		8																																				10	32																						0
giantquillslightning	1129	monster	1	10	1		12																																									dl12	% damage conversion	50	% damage conversion base	50	% damage conversion per level	30	30			25		6		255	255	255	0	0	1	LightningJavelin	1024	5	16					3	1		1		1							2											1	1	1			1	1		Lightning Quill Storm	4																				ltng																		64	16			amazon_lightning_1			lightning																0
sphinxstrikecenter	1130	monster	1	30	1	29																												1	hit missile increment							1	hit missile increment											0	0			2				255	255	255	2	0	2	null	1024	2	16																						1			1	1							1																																											1											sphinxstrikewave							sphinxstrikewave				0
sphinxstrikewave	1131	monster	1	44	1	36				2	spawn frame	2	spawn frame delay																																									24	24			10				255	255	255	0	0	1	expansion\FireSpikes	1024	7	16					6												1					1			1	1																																																		1			weapon_throw_1	sorceress_firebolt_impact_1							sphinxstriketripbomb							sphinxstriketripbomb				0
sphinxstriketripbomb	1132	monster	1		1																													0	blast radius																							125		2		255	178	64	0	0	1	expansion\FireSpikesGround	1024	8	16					3	1		1	1	1	1						2								1	1										Sphinx Strike	5		8																		fire																			32							bomb explosion	catapult spike explosion														0
forgeblastwave	1133	monster	1		1		3																											19	softhit chance (128)																			4	4			1200		5	4	255	178	64	0	0	1	groundFireSmall	1024	37	16					3			1		1		1	3				2								1	1			1	1			1			Forge Blast	4	112	8																		fire																		32	1		41	object_fire_loop_magic																			0
cratermakercenter	1134	monster	1	1	1	1																												6	blast radius							6	blast radius	1	submissile density													60		4		255	64	64	0	0	1	MeteorTargetIndicator	1024	17	16					6			1		1	1											1			1	1				1			1			Crater Maker Damage	5	2																			fire																			1			object_fire_loop_magic	sorceress_fireball_impact_1			bomb explosion															0
pokeball	1135	monster	1		1	39																																																12	12			100		5		255	178	64	4	0	1	expansion\overseer_missile	1024	8	16					6	1											1					1				1			1	1			1				4		8																																					1			amazon_lightning_1	sorceress_fireball_impact_1			baal spawn monsters exp															0
teleboltdelay	1136	monster	1	53	1	48																																				0	Bounce Count for CltHitSubMissile1	50	Bounce Damping % for CltHitSubMissile1	0	Lob for CltHitSubmissile1											25				255	255	255	0	0	1	null	1024	2	16								1		1												1						1																																																8			object_fire_loop_magic				bigheadexp				teleboltprojectile							teleboltprojectile				0
teleboltprojectile	1137	monster	1		1																																																	8	8			100				255	255	255	0	0	1	expansion\twister	1024	40	16					3	1		1		1							2											1	1	1			1				4		8		128																																		32	4			succubus_msissile_1	succubus_msissile_impact																		0
empwave	1138	monster	1	10	1		7																																											0	stun length			24	24		-1000	13				255	255	255	0	0	0	ElectricNova	1024	13	16					3			1				1	4				1												1	1			1			EMP Shockwave	4																																						64	16			sorceress_nova			stealmana																0
apprenticecoldwave	1139	monster	1	10	1		4																																															18	18		-1000	14				81	81	255	0	0	0	FrostNova	1024	14	16					3			1		1		1	4				1												1	1			1			Apprentice Cold	4																																						48	16			sorceress_frostnova			ice_explode																0
